Unnamed: 0,district,year,crop,germ_temp,veg_temp,flow_temp,fruit_temp,germ_rh,veg_rh,flow_rh,fruit_rh,germ_prec,veg_prec,flow_prec,fruit_prec,n__g/kg,soc__g/kg,soil_ph,kg/acre
4590,bhawalnagar,2015,maize,20.93,29.13,35.45,36.49,51.6,36.88,18.14,31.19,54.89,24.19,5.22,33.37,0.957,7.69,7.909,3223.076923
4593,bhawalnagar,2016,maize,23.77,30.61,36.9,38.86,40.31,24.12,20.32,26.79,29.85,6.57,2.2,14.4,0.957,7.69,7.909,3434.76
4596,bhawalnagar,2017,maize,23.9,32.03,36.22,36.74,26.14,18.99,21.09,36.17,0.71,8.18,11.15,45.35,0.957,7.69,7.909,3421.7
4599,bhawalnagar,2018,maize,25.43,30.92,35.44,36.17,24.24,22.02,17.52,39.34,4.01,4.42,3.49,87.01,0.957,7.69,7.909,3214.32
4602,bhawalnagar,2019,maize,21.56,30.98,33.66,37.94,37.28,29.06,27.76,24.91,7.25,19.23,42.77,25.57,0.957,7.69,7.909,2628.74
4605,bhawalnagar,2020,maize,20.0,26.37,33.99,37.1,64.03,54.32,30.94,35.41,187.81,19.12,15.47,43.91,0.957,7.69,7.909,2970.850202
4608,bhawalnagar,2021,maize,24.86,28.66,34.2,36.1,32.39,25.35,27.23,35.73,8.65,6.89,40.74,41.58,0.957,7.69,7.909,3144.939205
4611,bhawalnagar,2022,maize,27.03,33.67,36.32,36.64,28.47,13.8,20.3,29.64,3.07,0.0,17.07,36.67,0.957,7.69,7.909,4332.362106
4614,bhawalnagar,2023,maize,23.65,28.28,31.9,34.03,42.09,37.39,36.69,50.54,46.92,17.28,116.47,44.24,0.957,7.69,7.909,3123.1925
4617,bhawalnagar,2024,maize,22.91,28.92,36.87,38.39,30.06,29.28,17.11,29.03,6.9,13.87,1.31,32.27,0.957,7.69,7.909,3384.437802189699
396,chakwal,1981,maize,16.49,24.66,31.9,35.62,65.81,43.39,29.54,18.8,116.61,26.9,47.16,29.96,1.510922,16.53761,7.57034,0.0
399,chakwal,1982,maize,14.33,21.67,25.06,31.86,76.98,65.44,65.73,40.74,184.5,200.46,94.49,33.43,1.510922,16.53761,7.57034,0.0
402,chakwal,1983,maize,15.66,20.26,27.2,32.5,54.32,63.91,53.97,33.99,79.49,185.28,45.19,49.77,1.510922,16.53761,7.57034,0.0
405,chakwal,1984,maize,20.9,25.6,34.31,36.6,42.3,38.04,13.03,27.07,49.27,33.01,3.01,72.95,1.510922,16.53761,7.57034,404.8582996
408,chakwal,1985,maize,21.63,25.58,31.9,36.28,24.88,40.5,21.28,19.28,19.99,72.75,22.18,7.5,1.510922,16.53761,7.57034,337.2469636
411,chakwal,1986,maize,16.1,23.6,29.41,34.84,60.98,48.04,31.43,25.41,82.31,60.07,25.14,53.95,1.510922,16.53761,7.57034,404.8582996
414,chakwal,1987,maize,18.36,24.96,27.15,34.43,58.97,40.25,43.5,26.58,67.35,11.41,108.86,14.07,1.510922,16.53761,7.57034,323.8866397
417,chakwal,1988,maize,17.83,26.72,34.1,35.9,52.48,35.47,15.48,23.85,85.7,55.49,3.87,57.17,1.510922,16.53761,7.57034,472.4696356
420,chakwal,1989,maize,18.01,23.57,31.8,34.98,49.3,31.72,15.03,24.47,50.34,16.79,9.58,29.28,1.510922,16.53761,7.57034,506.0728745
423,chakwal,1990,maize,16.74,23.27,32.43,36.59,54.6,46.29,29.94,22.22,108.91,39.03,21.15,20.56,1.510922,16.53761,7.57034,323.8866397
426,chakwal,1991,maize,19.27,23.62,31.58,36.08,40.35,38.44,19.03,16.72,19.51,48.43,4.26,5.91,1.510922,16.53761,7.57034,404.8582996
429,chakwal,1992,maize,16.18,22.71,28.61,35.34,55.74,51.2,36.59,17.89,104.28,18.65,32.99,10.82,1.510922,16.53761,7.57034,337.2469636
432,chakwal,1993,maize,16.33,25.46,32.85,35.1,50.86,39.99,18.26,26.5,80.02,16.28,14.01,39.27,1.510922,16.53761,7.57034,323.8866397
435,chakwal,1994,maize,20.5,23.42,32.11,36.55,41.03,36.2,22.22,22.27,21.22,53.66,17.58,15.35,1.510922,16.53761,7.57034,404.8582996
438,chakwal,1995,maize,17.41,21.91,30.1,36.0,49.36,51.78,33.67,21.75,82.41,80.45,19.2,18.83,1.510922,16.53761,7.57034,404.8582996
441,chakwal,1996,maize,18.66,25.52,30.49,33.42,57.52,36.89,21.02,36.69,52.21,12.05,12.44,99.25,1.510922,16.53761,7.57034,404.8582996
444,chakwal,1997,maize,18.69,23.64,29.24,35.1,37.93,44.17,25.25,26.08,27.76,56.29,15.98,10.41,1.510922,16.53761,7.57034,289.0688259
447,chakwal,1998,maize,17.2,27.25,32.47,34.54,47.09,25.92,20.94,26.0,27.4,9.81,16.14,34.9,1.510922,16.53761,7.57034,607.2874494
450,chakwal,1999,maize,19.69,28.36,33.06,36.15,37.49,12.43,18.7,20.62,16.27,1.69,21.18,6.66,1.510922,16.53761,7.57034,472.4696356
453,chakwal,2000,maize,18.47,29.03,34.97,35.35,33.18,14.11,18.33,25.76,3.45,1.13,19.36,24.02,1.510922,16.53761,7.57034,462.7530364
456,chakwal,2001,maize,21.22,26.06,33.53,32.9,21.65,32.3,25.67,45.41,9.83,35.83,45.5,110.18,1.510922,16.53761,7.57034,404.8582996
459,chakwal,2002,maize,20.66,27.26,34.19,35.11,40.01,24.96,14.53,28.37,25.81,19.51,8.41,69.35,1.510922,16.53761,7.57034,506.0728745
462,chakwal,2003,maize,18.1,26.1,30.95,35.94,49.85,37.05,17.98,25.88,32.58,17.08,10.67,53.78,1.510922,16.53761,7.57034,566.8016194
465,chakwal,2004,maize,23.65,28.68,33.05,35.21,27.13,24.43,20.26,29.27,0.17,38.13,2.73,37.14,1.510922,16.53761,7.57034,472.4696356
468,chakwal,2005,maize,18.29,22.87,28.48,36.36,65.97,45.42,34.92,20.26,123.45,19.15,18.9,10.63,1.510922,16.53761,7.57034,433.6032389
471,chakwal,2006,maize,18.52,25.92,34.33,33.62,53.69,26.79,23.97,31.76,36.58,13.82,44.91,59.48,1.510922,16.53761,7.57034,404.8582996
474,chakwal,2007,maize,16.53,26.36,31.14,34.65,66.61,46.01,33.96,37.31,138.32,9.72,39.72,142.29,1.510922,16.53761,7.57034,404.8582996
477,chakwal,2008,maize,22.66,23.66,31.58,33.31,31.17,50.7,30.67,49.75,7.85,113.71,25.62,170.36,1.510922,16.53761,7.57034,404.8582996
480,chakwal,2009,maize,19.52,23.7,31.11,34.39,47.32,46.99,27.96,22.6,29.57,54.73,35.54,26.06,1.510922,16.53761,7.57034,456.68016193846154
483,chakwal,2010,maize,22.01,28.37,32.18,34.05,47.02,32.35,26.11,30.05,22.1,20.35,32.9,47.52,1.510922,16.53761,7.57034,508.50202427692307
486,chakwal,2011,maize,19.61,24.2,34.0,34.22,47.02,41.35,23.6,38.82,18.51,43.03,15.21,93.33,1.510922,16.53761,7.57034,560.3238866153846
489,chakwal,2012,maize,17.92,24.76,30.9,35.97,38.25,44.21,25.37,18.12,12.64,41.42,13.38,10.52,1.510922,16.53761,7.57034,612.1457489538461
492,chakwal,2013,maize,18.46,23.75,31.1,34.89,56.74,49.01,25.75,32.86,38.35,49.58,14.42,70.68,1.510922,16.53761,7.57034,663.9676112923078
495,chakwal,2014,maize,17.22,23.24,29.33,35.84,54.02,47.78,38.31,23.39,103.27,36.93,50.47,38.18,1.510922,16.53761,7.57034,715.7894736307692
498,chakwal,2015,maize,16.94,23.68,30.19,33.87,65.85,58.43,35.58,29.45,169.23,99.82,16.55,35.82,1.510922,16.53761,7.57034,767.6113359692308
501,chakwal,2016,maize,19.12,24.77,32.86,34.66,58.08,44.52,28.94,38.58,98.21,14.82,59.21,86.91,1.510922,16.53761,7.57034,819.4331983076922
504,chakwal,2017,maize,18.68,26.1,32.59,33.74,51.54,39.94,28.13,38.28,43.73,84.03,19.5,81.6,1.510922,16.53761,7.57034,871.2550606461539
507,chakwal,2018,maize,21.2,25.82,30.07,34.67,43.35,40.12,32.14,33.96,26.12,66.01,43.94,47.49,1.510922,16.53761,7.57034,923.0769229846154
510,chakwal,2019,maize,16.47,25.68,29.56,34.85,62.18,49.96,35.93,26.94,44.31,52.65,30.93,33.2,1.510922,16.53761,7.57034,974.8987853230769
513,chakwal,2020,maize,15.9,21.63,25.96,28.77,79.89,72.45,65.38,66.61,382.51,75.12,417.54,751.41,1.510922,16.53761,7.57034,1026.7206476615384
516,chakwal,2021,maize,18.47,22.13,29.56,33.19,63.13,53.26,39.84,41.58,75.75,36.71,28.53,98.97,1.510922,16.53761,7.57034,1078.54251
519,chakwal,2022,maize,20.05,27.55,32.12,32.91,61.66,38.23,29.15,36.09,49.69,5.37,33.35,143.68,1.510922,16.53761,7.57034,1079.622177
522,chakwal,2023,maize,18.56,23.26,26.76,31.82,64.85,53.88,51.27,54.75,82.42,47.96,68.24,167.8,1.510922,16.53761,7.57034,3731.047
525,chakwal,2024,maize,17.53,22.72,30.13,35.89,57.4,55.19,39.65,26.16,97.24,96.56,14.0,25.97,1.510922,16.53761,7.57034,948.4240407
3960,dera ghazi khan,1981,maize,21.59,30.93,35.39,38.86,39.15,18.52,21.02,13.85,29.8,6.35,26.78,1.77,1.092,8.046,7.892,607.2874494
3963,dera ghazi khan,1982,maize,18.4,27.0,29.99,37.6,55.15,43.13,43.96,22.55,72.56,68.97,70.36,0.35,1.092,8.046,7.892,566.8016194
3966,dera ghazi khan,1983,maize,20.66,25.78,34.21,38.4,27.5,38.52,27.36,20.43,4.41,32.52,23.27,0.0,1.092,8.046,7.892,539.6761134
3969,dera ghazi khan,1984,maize,25.58,29.71,37.23,39.12,24.66,19.93,11.46,22.29,11.23,10.18,0.0,5.65,1.092,8.046,7.892,441.7004049
3972,dera ghazi khan,1985,maize,25.19,29.12,35.13,38.19,17.36,29.21,15.24,23.52,7.05,25.46,4.81,17.59,1.092,8.046,7.892,346.9635628
3975,dera ghazi khan,1986,maize,20.56,28.74,34.25,38.32,39.03,27.79,16.51,22.64,62.22,6.8,16.06,29.35,1.092,8.046,7.892,359.9190283
3978,dera ghazi khan,1987,maize,22.42,29.77,32.09,38.06,38.1,18.11,26.2,22.91,20.97,3.02,16.89,10.06,1.092,8.046,7.892,354.2510121
3981,dera ghazi khan,1988,maize,22.23,31.41,37.2,39.18,28.01,15.83,10.21,21.77,23.48,2.35,1.26,15.95,1.092,8.046,7.892,733.6032389
3984,dera ghazi khan,1989,maize,21.73,27.62,34.23,37.78,33.14,22.53,11.58,25.88,48.13,3.46,0.4,23.52,1.092,8.046,7.892,387.4493927
3987,dera ghazi khan,1990,maize,21.44,28.5,36.79,38.54,28.65,25.1,20.06,23.33,13.77,23.82,7.78,17.82,1.092,8.046,7.892,674.8987854
3990,dera ghazi khan,1991,maize,23.24,28.04,34.73,38.89,25.92,22.78,15.89,14.69,4.28,11.35,0.29,0.2,1.092,8.046,7.892,566.8016194
3993,dera ghazi khan,1992,maize,21.21,26.85,33.27,38.46,27.06,30.58,19.0,16.19,15.81,22.05,14.8,7.8,1.092,8.046,7.892,674.8987854
3996,dera ghazi khan,1993,maize,21.08,29.82,36.16,37.21,28.11,22.67,14.34,25.64,16.77,12.91,20.14,37.97,1.092,8.046,7.892,539.6761134
3999,dera ghazi khan,1994,maize,24.65,26.95,34.99,38.93,27.22,22.07,15.97,21.09,6.32,16.05,17.07,4.48,1.092,8.046,7.892,674.8987854
4002,dera ghazi khan,1995,maize,20.78,26.32,34.84,38.28,33.93,32.53,15.57,20.36,10.64,46.16,1.0,15.28,1.092,8.046,7.892,872.0647773
4005,dera ghazi khan,1996,maize,23.89,30.12,33.19,37.16,27.88,18.0,17.04,26.14,5.31,11.12,13.4,7.15,1.092,8.046,7.892,910.9311741
4008,dera ghazi khan,1997,maize,21.63,27.49,32.2,36.89,30.89,25.76,19.44,29.79,24.61,20.6,8.43,40.39,1.092,8.046,7.892,751.8218623
4011,dera ghazi khan,1998,maize,21.33,31.18,35.94,37.17,30.28,18.86,15.12,23.63,9.64,0.18,2.53,26.16,1.092,8.046,7.892,620.6477733
4014,dera ghazi khan,1999,maize,23.25,31.49,35.57,38.54,26.84,10.82,16.16,19.94,6.12,0.0,4.59,6.09,1.092,8.046,7.892,512.9554656
4017,dera ghazi khan,2000,maize,21.8,31.92,37.95,38.23,18.1,12.31,17.54,19.92,16.28,0.16,2.52,1.64,1.092,8.046,7.892,560.7287449
4020,dera ghazi khan,2001,maize,23.91,29.53,37.69,37.99,19.33,22.9,19.03,28.95,4.66,17.92,5.36,23.83,1.092,8.046,7.892,944.534413
4023,dera ghazi khan,2002,maize,24.07,31.0,37.07,39.5,23.29,16.18,12.32,18.2,13.16,3.65,16.08,7.7,1.092,8.046,7.892,674.8987854
4026,dera ghazi khan,2003,maize,22.73,30.38,34.34,39.25,23.68,16.57,10.07,17.9,3.25,3.89,1.87,10.42,1.092,8.046,7.892,989.4736842
4029,dera ghazi khan,2004,maize,27.21,32.15,35.97,38.2,12.42,15.12,14.52,23.11,0.0,5.95,5.31,24.66,1.092,8.046,7.892,591.902834
4032,dera ghazi khan,2005,maize,22.28,28.36,32.82,38.8,44.95,20.24,21.28,18.87,32.84,4.01,17.91,1.43,1.092,8.046,7.892,716.5991903
4035,dera ghazi khan,2006,maize,22.38,30.05,38.32,37.46,34.23,17.23,15.81,23.52,17.6,2.92,2.34,12.91,1.092,8.046,7.892,672.0647773
4038,dera ghazi khan,2007,maize,21.24,32.49,35.8,37.73,41.79,20.05,16.27,34.22,20.74,8.26,7.14,45.26,1.092,8.046,7.892,716.5991903
4041,dera ghazi khan,2008,maize,26.09,28.55,35.75,38.85,16.69,29.77,18.4,31.5,0.35,26.53,2.79,15.28,1.092,8.046,7.892,744.9392713
4044,dera ghazi khan,2009,maize,23.73,29.02,36.13,37.46,29.44,24.95,17.16,18.71,12.26,7.31,1.45,1.58,1.092,8.046,7.892,973.6842105642856
4047,dera ghazi khan,2010,maize,26.65,32.45,36.19,37.84,25.95,16.95,17.1,25.85,18.58,2.67,4.72,2.72,1.092,8.046,7.892,1202.4291498285716
4050,dera ghazi khan,2011,maize,24.0,28.64,37.23,39.35,24.98,24.53,18.18,23.14,0.53,2.6,4.54,2.65,1.092,8.046,7.892,1431.1740890928572
4053,dera ghazi khan,2012,maize,22.3,28.67,34.64,38.54,19.11,33.49,18.0,19.03,0.54,20.57,1.56,1.06,1.092,8.046,7.892,1659.919028357143
4056,dera ghazi khan,2013,maize,22.85,27.86,35.25,37.6,36.96,31.29,16.78,29.82,14.66,20.8,0.94,38.98,1.092,8.046,7.892,1888.6639676214286
4059,dera ghazi khan,2014,maize,21.52,28.57,33.13,38.75,33.34,27.42,28.91,23.28,11.01,10.42,30.37,2.3,1.092,8.046,7.892,2117.4089068857147
4062,dera ghazi khan,2015,maize,20.91,29.33,35.2,36.48,46.5,30.92,18.3,29.47,38.41,14.85,7.4,41.25,1.092,8.046,7.892,2346.1538461500004
4065,dera ghazi khan,2016,maize,23.23,29.81,36.79,39.1,41.71,26.27,18.31,24.26,31.11,9.11,2.88,10.07,1.092,8.046,7.892,2574.898785414286
4068,dera ghazi khan,2017,maize,23.64,31.77,36.02,36.72,27.38,18.6,19.73,36.49,1.84,6.02,3.17,59.37,1.092,8.046,7.892,2803.6437246785717
4071,dera ghazi khan,2018,maize,25.5,30.97,34.69,38.31,25.06,21.97,17.78,26.67,4.02,4.0,3.99,13.24,1.092,8.046,7.892,3032.3886639428574
4074,dera ghazi khan,2019,maize,20.0,29.3,33.78,37.34,48.5,36.08,22.97,27.34,37.72,39.11,8.78,43.22,1.092,8.046,7.892,3261.133603207143
4077,dera ghazi khan,2020,maize,18.85,25.21,31.37,33.47,68.2,61.47,43.05,52.92,479.31,46.16,125.69,184.18,1.092,8.046,7.892,3489.878542471429
4080,dera ghazi khan,2021,maize,25.04,28.42,33.94,36.8,31.06,26.54,27.66,35.87,25.83,11.1,29.25,47.41,1.092,8.046,7.892,3718.6234817357144
4083,dera ghazi khan,2022,maize,26.66,33.33,36.55,36.0,30.35,14.26,16.13,31.44,17.05,0.11,2.81,87.45,1.092,8.046,7.892,3947.368421
4086,dera ghazi khan,2023,maize,22.86,27.19,31.53,35.22,47.34,41.74,38.51,46.31,77.6,35.65,84.32,67.02,1.092,8.046,7.892,2744.2127833531413
4089,dera ghazi khan,2024,maize,21.91,27.05,35.85,38.69,38.69,35.18,19.79,25.45,25.0,50.93,1.35,18.16,1.092,8.046,7.892,2814.047313392657
1056,faisalabad,1981,maize,19.94,28.86,35.63,38.96,50.69,26.93,19.05,13.44,38.56,9.22,16.36,11.71,1.087515,10.4538,7.86875,539.6761134
1059,faisalabad,1982,maize,16.64,25.03,28.87,36.01,72.85,54.46,51.81,29.82,128.95,120.77,50.96,61.57,1.087515,10.4538,7.86875,635.2226721
1062,faisalabad,1983,maize,19.53,24.33,31.96,37.32,37.02,47.7,36.63,21.47,24.95,80.51,40.41,2.27,1.087515,10.4538,7.86875,634.4129555
1065,faisalabad,1984,maize,23.7,29.03,36.68,39.54,31.63,25.23,10.93,22.0,13.88,15.99,0.3,23.74,1.087515,10.4538,7.86875,653.8461538
1068,faisalabad,1985,maize,23.72,28.41,34.99,38.79,19.76,32.34,15.66,20.93,7.37,37.46,2.43,12.24,1.087515,10.4538,7.86875,515.7894737
1071,faisalabad,1986,maize,19.22,27.11,33.42,37.79,49.23,35.33,19.16,22.82,53.84,24.7,13.29,41.73,1.087515,10.4538,7.86875,614.9797571
1074,faisalabad,1987,maize,21.3,28.51,30.77,37.94,46.56,26.6,32.47,22.54,37.37,3.73,45.87,16.2,1.087515,10.4538,7.86875,597.1659919
1077,faisalabad,1988,maize,21.28,30.4,37.08,39.67,36.91,20.19,11.28,18.9,21.26,15.24,0.87,12.23,1.087515,10.4538,7.86875,616.5991903
1080,faisalabad,1989,maize,20.66,26.94,34.36,38.1,38.88,22.66,11.98,22.62,35.38,5.9,5.91,12.49,1.087515,10.4538,7.86875,624.6963563
1083,faisalabad,1990,maize,19.23,26.52,36.12,39.28,43.82,34.94,20.46,20.56,45.78,21.37,4.28,9.16,1.087515,10.4538,7.86875,616.194332
1086,faisalabad,1991,maize,22.23,26.52,34.41,38.38,28.12,30.7,16.33,17.24,6.13,38.15,5.45,10.76,1.087515,10.4538,7.86875,614.9797571
1089,faisalabad,1992,maize,19.56,26.31,32.76,38.59,40.71,34.79,22.76,15.09,30.41,7.28,12.48,4.13,1.087515,10.4538,7.86875,599.1902834
1092,faisalabad,1993,maize,19.86,29.06,35.95,38.51,36.91,25.87,14.18,20.59,26.65,14.34,5.83,9.28,1.087515,10.4538,7.86875,617.0040486
1095,faisalabad,1994,maize,23.58,26.92,34.73,39.13,30.1,23.73,18.69,20.06,5.59,20.97,17.33,8.0,1.087515,10.4538,7.86875,616.194332
1098,faisalabad,1995,maize,19.87,25.49,34.5,38.59,40.75,38.07,18.51,20.9,28.87,26.75,9.18,15.42,1.087515,10.4538,7.86875,615.7894737
1101,faisalabad,1996,maize,22.27,29.26,33.16,35.93,40.82,20.37,16.66,33.26,23.18,3.28,8.84,94.07,1.087515,10.4538,7.86875,635.2226721
1104,faisalabad,1997,maize,21.53,27.22,32.04,37.25,28.87,29.46,22.36,27.18,7.86,17.2,15.22,14.99,1.087515,10.4538,7.86875,543.7246964
1107,faisalabad,1998,maize,20.23,30.53,35.32,37.6,35.26,19.65,17.1,23.03,2.71,4.8,5.97,20.59,1.087515,10.4538,7.86875,652.6315789
1110,faisalabad,1999,maize,22.64,30.74,35.41,38.46,26.9,10.45,18.92,21.8,5.64,0.02,25.1,12.4,1.087515,10.4538,7.86875,787.4493927
1113,faisalabad,2000,maize,20.93,31.48,37.51,37.78,25.55,12.85,18.11,24.2,4.21,0.11,5.26,33.87,1.087515,10.4538,7.86875,782.9959514
1116,faisalabad,2001,maize,23.28,28.06,36.38,37.09,19.94,30.6,23.55,33.92,12.95,46.39,22.18,50.38,1.087515,10.4538,7.86875,809.7165992
1119,faisalabad,2002,maize,23.28,30.26,36.64,38.85,30.88,18.8,14.38,21.26,10.34,6.77,17.57,18.64,1.087515,10.4538,7.86875,904.048583
1122,faisalabad,2003,maize,21.06,29.62,33.86,39.2,38.85,24.8,12.76,20.7,14.82,3.42,8.04,21.78,1.087515,10.4538,7.86875,936.437247
1125,faisalabad,2004,maize,26.53,31.48,35.54,37.36,16.52,18.64,17.91,28.44,0.0,14.94,5.11,49.82,1.087515,10.4538,7.86875,1187.854251
1128,faisalabad,2005,maize,21.3,26.65,32.36,38.89,56.15,30.7,24.68,20.05,62.96,11.81,12.47,25.01,1.087515,10.4538,7.86875,1666.396761
1131,faisalabad,2006,maize,21.56,29.42,37.08,35.93,43.07,19.28,20.69,29.75,22.31,1.82,36.92,57.36,1.087515,10.4538,7.86875,1629.959514
1134,faisalabad,2007,maize,19.91,30.9,35.23,36.81,53.64,29.28,21.78,37.04,47.8,2.34,14.92,191.1,1.087515,10.4538,7.86875,2168.016194
1137,faisalabad,2008,maize,25.38,27.01,34.61,37.06,20.71,40.56,25.26,38.47,0.54,74.86,29.05,81.16,1.087515,10.4538,7.86875,1892.712551
1140,faisalabad,2009,maize,22.67,27.6,34.9,37.51,35.51,33.17,21.37,20.16,25.3,16.37,25.86,7.97,1.087515,10.4538,7.86875,2761.7119
1143,faisalabad,2010,maize,25.81,32.14,35.63,37.64,29.02,18.91,18.92,24.57,9.18,2.78,9.51,21.89,1.087515,10.4538,7.86875,2390.1806
1146,faisalabad,2011,maize,22.97,27.82,36.93,36.96,31.58,30.21,20.17,33.71,4.08,25.04,14.77,100.71,1.087515,10.4538,7.86875,2212.7658
1149,faisalabad,2012,maize,21.25,28.27,34.25,38.54,23.79,35.67,19.85,18.64,3.62,32.45,2.73,8.66,1.087515,10.4538,7.86875,2607.2874
1152,faisalabad,2013,maize,21.73,27.62,34.79,37.36,43.18,36.2,19.09,29.8,18.03,24.19,12.29,56.6,1.087515,10.4538,7.86875,3306.3427
1155,faisalabad,2014,maize,20.72,27.01,32.38,38.75,41.24,35.86,31.66,22.71,21.45,65.45,29.04,22.86,1.087515,10.4538,7.86875,3352.22672
1158,faisalabad,2015,maize,19.67,27.69,34.65,36.48,56.76,43.52,21.79,28.09,98.57,16.5,8.21,29.93,1.087515,10.4538,7.86875,2631.5789
1161,faisalabad,2016,maize,22.67,28.6,36.45,38.21,43.92,31.55,20.99,27.87,50.61,13.92,13.09,47.42,1.087515,10.4538,7.86875,2339.18
1164,faisalabad,2017,maize,22.44,30.17,35.66,36.32,36.06,27.77,21.46,34.96,9.29,39.55,10.3,67.67,1.087515,10.4538,7.86875,2612.29
1167,faisalabad,2018,maize,24.14,29.17,34.03,36.5,31.99,30.25,22.42,36.15,13.28,33.15,16.95,71.35,1.087515,10.4538,7.86875,2756.89
1170,faisalabad,2019,maize,19.74,29.4,33.29,37.74,46.85,35.79,26.89,23.23,17.64,39.46,23.55,24.49,1.087515,10.4538,7.86875,3146.96
1173,faisalabad,2020,maize,18.41,24.63,31.59,34.69,72.91,62.38,42.96,42.61,206.73,38.06,44.63,89.3,1.087515,10.4538,7.86875,3491.4385
1176,faisalabad,2021,maize,22.66,26.37,33.54,36.78,44.72,38.07,27.68,30.53,19.57,25.48,27.64,37.21,1.087515,10.4538,7.86875,2700.4048
1179,faisalabad,2022,maize,24.61,32.34,35.74,36.45,42.79,19.55,21.83,28.55,11.09,0.16,15.34,68.67,1.087515,10.4538,7.86875,4132.0406
1182,faisalabad,2023,maize,22.31,26.86,30.55,34.97,48.04,42.02,40.01,44.63,67.8,24.6,67.74,126.35,1.087515,10.4538,7.86875,3437.4761
1185,faisalabad,2024,maize,21.13,26.61,35.13,38.84,40.33,40.37,23.18,24.31,47.41,41.57,3.19,24.05,1.087515,10.4538,7.86875,3331.926585279405
1980,gujranwala,1981,maize,18.78,27.71,34.96,38.11,58.65,33.15,20.6,14.79,64.82,4.19,24.38,12.01,1.207583,12.54648,7.75047,519.4331984
1983,gujranwala,1982,maize,16.07,23.51,27.09,34.5,77.34,63.99,61.66,35.46,203.16,208.0,79.54,37.05,1.207583,12.54648,7.75047,496.3562753
1986,gujranwala,1983,maize,18.72,23.47,30.24,35.57,46.48,52.56,43.96,25.46,55.93,87.47,75.14,10.83,1.207583,12.54648,7.75047,506.0728745
1989,gujranwala,1984,maize,22.45,27.8,36.28,38.3,41.04,31.72,11.97,26.09,38.52,28.03,2.39,42.86,1.207583,12.54648,7.75047,509.3117409
1992,gujranwala,1985,maize,23.29,27.44,34.3,37.52,21.68,36.56,17.44,22.61,16.44,42.77,17.61,33.27,1.207583,12.54648,7.75047,513.3603239
1995,gujranwala,1986,maize,19.04,26.85,32.49,36.71,52.18,37.62,21.61,24.4,45.39,28.94,21.05,46.96,1.207583,12.54648,7.75047,484.2105263
1998,gujranwala,1987,maize,20.74,28.2,29.03,36.47,51.69,28.48,40.85,25.22,36.81,6.64,92.41,28.75,1.207583,12.54648,7.75047,480.9716599
2001,gujranwala,1988,maize,20.53,29.9,36.38,38.13,43.43,23.58,12.36,21.2,33.05,27.58,0.88,35.61,1.207583,12.54648,7.75047,501.2145749
2004,gujranwala,1989,maize,20.15,26.38,33.81,36.85,43.62,24.68,13.69,23.94,32.19,11.67,12.45,24.63,1.207583,12.54648,7.75047,481.3765182
2007,gujranwala,1990,maize,18.55,25.59,34.93,38.46,50.71,41.32,23.72,21.4,110.54,29.17,12.65,25.02,1.207583,12.54648,7.75047,446.1538462
2010,gujranwala,1991,maize,22.33,26.15,34.01,37.2,27.52,31.73,15.92,19.14,2.88,41.97,1.96,20.82,1.207583,12.54648,7.75047,496.7611336
2013,gujranwala,1992,maize,18.77,25.77,32.0,37.37,50.31,40.56,27.11,17.39,59.31,7.19,35.07,17.16,1.207583,12.54648,7.75047,481.3765182
2016,gujranwala,1993,maize,19.0,27.89,35.48,37.0,45.06,32.21,16.31,25.88,50.96,17.38,12.27,43.49,1.207583,12.54648,7.75047,483.4008097
2019,gujranwala,1994,maize,23.21,26.72,33.75,37.93,32.76,25.12,23.16,22.94,11.67,22.28,45.73,34.47,1.207583,12.54648,7.75047,482.5910931
2022,gujranwala,1995,maize,18.89,24.99,33.97,37.42,49.33,42.36,20.25,23.81,35.93,24.73,4.63,38.09,1.207583,12.54648,7.75047,467.2064777
2025,gujranwala,1996,maize,21.16,28.1,33.11,34.84,50.73,27.43,17.68,39.1,38.62,7.05,8.63,216.83,1.207583,12.54648,7.75047,478.5425101
2028,gujranwala,1997,maize,21.21,26.4,31.57,36.3,32.83,34.29,23.76,28.89,20.88,30.89,19.36,43.14,1.207583,12.54648,7.75047,485.8299595
2031,gujranwala,1998,maize,20.22,29.81,34.97,36.71,34.53,22.18,17.41,24.88,5.06,11.29,5.31,26.08,1.207583,12.54648,7.75047,546.5587045
2034,gujranwala,1999,maize,22.74,30.73,35.34,37.0,26.24,10.44,16.8,25.68,8.36,0.32,7.21,45.05,1.207583,12.54648,7.75047,539.6761134
2037,gujranwala,2000,maize,20.53,31.1,36.95,36.56,29.68,12.84,18.89,29.34,2.6,1.05,18.11,45.74,1.207583,12.54648,7.75047,498.3805668
2040,gujranwala,2001,maize,22.88,28.02,35.58,35.1,21.72,29.7,24.09,42.19,20.8,16.47,39.05,101.86,1.207583,12.54648,7.75047,517.4089069
2043,gujranwala,2002,maize,23.28,30.27,36.59,37.64,29.96,18.89,13.72,23.77,11.56,11.88,13.39,38.88,1.207583,12.54648,7.75047,573.6842105
2046,gujranwala,2003,maize,19.89,28.54,33.58,37.95,50.72,32.65,14.4,24.42,34.86,8.31,10.79,59.27,1.207583,12.54648,7.75047,549.3927126
